step,pg_force_abs_mean,mirror_force_abs_mean,mirror_to_pg_force_ratio,seq_log_ratio_abs_mean,preclip_grad_norm
43,0.19140625,0.1179255083334283,0.6161006149632637,3.930850386619568,276.0
44,0.134765625,0.08543512135111087,0.6339533642238286,2.847837447654456,46.25
45,0.1572265625,0.1381546132506628,0.8786976643961424,4.605153889860958,300.0
46,0.2001953125,0.10535588050970546,0.526265471421461,3.5118627944029868,71.0
47,0.1787109375,0.08657655511342455,0.4844502318888014,2.885885229334235,37.5
48,0.181640625,0.09479526175528008,0.5218835915960881,3.1598421009257436,77.0
49,0.1123046875,0.0752133367117267,0.6697257112358463,2.50711129931733,42.25
50,0.169921875,0.10464785644217045,0.6158586494031718,3.488261951133609,68.0
51,0.1767578125,0.0945606350505841,0.5349728745372945,3.1520212376490235,64.5
52,0.205078125,0.0960049342338607,0.4681383459761618,3.200164538808167,55.5
53,0.1533203125,0.08444070637278855,0.5507470275488632,2.8146902616135776,64.0
54,0.2001953125,0.1142410038264643,0.5706477459400736,3.8080335231497884,225.0
55,0.12890625,0.11984902302720002,0.929737875597733,3.9949675677344203,219.0
56,0.267578125,0.144369168272533,0.5395402493084719,4.812305667437613,364.0
57,0.16796875,0.0868104001165193,0.5168247076673635,2.8936800761148334,48.25
58,0.197265625,0.10729813552279666,0.5439271820534,3.576604593079537,78.0
59,0.185546875,0.09337174788470293,0.5032245780706341,3.1123916702345014,72.5
60,0.2041015625,0.11668933952569205,0.5717219314532211,3.88964475505054,66.0
61,0.201171875,0.08482530733908789,0.42165589667375836,2.827510301489383,40.25
62,0.2568359375,0.11294466650224422,0.4397541387750866,3.764822296332568,68.5
63,0.205078125,0.10033773282339098,0.4892658971935779,3.344591152854264,42.75
64,0.2451171875,0.12835691859982035,0.5236553173134654,4.278564061038196,73.5
65,0.20703125,0.12325308873278118,0.5953356738762184,4.108436360489577,166.0
66,0.20703125,0.08990678716600087,0.4342667455544349,2.9968929500319064,42.5
67,0.1494140625,0.10959846058176481,0.7335217231044185,3.65328208822757,91.5
68,0.16015625,0.09787060105531964,0.6110944846342777,3.262353452388197,69.5
69,0.2685546875,0.1328784422694298,0.4947909995759617,4.429281527176499,230.0
70,0.1396484375,0.08349789694602805,0.5979150102945486,2.7832633326761425,71.5
71,0.1533203125,0.10832433036557632,0.7065230209785138,3.61081107519567,89.0
72,0.2333984375,0.13724581032693095,0.588032258469352,4.574860450811684,124.0
73,0.1962890625,0.10776238384733006,0.5489984132293722,3.5920795178972185,66.5
74,0.16015625,0.10083943326026201,0.6296315832796558,3.3613145193085074,90.0
75,0.2041015625,0.08500842542525788,0.41650061069395966,2.8336142688058317,41.25
76,0.1884765625,0.089002459639687,0.4722203039925178,2.9667487018741667,61.75
77,0.2333984375,0.11733576179858574,0.5027272806746318,3.9111921591684222,143.0
78,0.26171875,0.14609258559721638,0.5582045061603657,4.869752975646406,128.0
79,0.2099609375,0.10497625024072477,0.49997990812088455,3.49920841678977,59.5
80,0.220703125,0.10099592019651027,0.45760983310069875,3.366530721075833,51.5
81,0.23828125,0.09498707957482111,0.3986343011647894,3.1662360266782343,56.5
82,0.1689453125,0.10579970343678724,0.6262363949053692,3.5266568674705923,85.0
83,0.193359375,0.0937814268272632,0.4850110155081862,3.126047649420798,46.0
84,0.173828125,0.09377175127883675,0.539450973645935,3.125725108664483,68.0
85,0.1640625,0.13956620532189845,0.8506892514806721,4.652206958737224,155.0
86,0.18359375,0.11275293989456259,0.6141436726138468,3.758431392721832,95.5
87,0.1787109375,0.08902989907619485,0.49817823307930814,2.9676633840426803,43.75
88,0.1611328125,0.10018030243918474,0.6217250284672032,3.3393434905447066,69.0
89,0.1875,0.08531950942779076,0.4550373836124572,2.843983689788729,44.5
90,0.177734375,0.08162530199342655,0.45925444637801377,2.7208434510976076,37.25
91,0.2109375,0.10930003453904646,0.5181631267011712,3.6433345447294414,68.0
92,0.2451171875,0.12315820432650071,0.5024462200391323,4.105273603927344,67.5
93,0.1591796875,0.09134804615860048,0.5738674801584003,3.04493495170027,62.5
94,0.1708984375,0.11519522396883985,0.6740566248194387,3.8398408968932927,62.5
95,0.158203125,0.10241228762424726,0.6473468057195451,3.4137430377304554,97.5
96,0.208984375,0.11588142948494351,0.5544980551028708,3.8627143828198314,160.0
97,0.1748046875,0.07961089446962433,0.45542768679569245,2.6536965505219996,35.25
98,0.1953125,0.10108991503511788,0.5175803649771535,3.3696639044210315,59.25
99,0.185546875,0.09013164623411285,0.48576213549070596,3.004388283006847,44.25
100,0.1728515625,0.09833452019574906,0.5688957552534717,3.2778174108825624,49.75
101,0.2041015625,0.11616739406963461,0.5691646484532201,3.872246528044343,130.0
102,0.169921875,0.1016005197980121,0.5979248981181156,3.386684035882354,58.25
103,0.185546875,0.08917337452527363,0.48059755533362136,2.9724458805285394,46.0
104,0.205078125,0.09702503966946097,0.4731125743859217,3.2341680745594203,57.75
105,0.224609375,0.1229515202503535,0.5474015510252237,4.098384091164917,173.0
106,0.2412109375,0.10118049735228851,0.4194689444871008,3.3726833132095635,87.5
107,0.14453125,0.0864594860940997,0.5982061740523347,2.881982920691371,51.5
108,0.1767578125,0.09383551212749808,0.5308705216464885,3.1278504845686257,58.0
109,0.1357421875,0.08237151150569844,0.6068232214475814,2.745717119425535,52.75
110,0.107421875,0.06826607016046182,0.6354950531242014,2.275535718072206,31.125
111,0.20703125,0.08941194664021168,0.4318765724487477,2.9803982893936336,38.25
112,0.171875,0.0972621979235555,0.5658891515519395,3.242073340341449,49.25
113,0.15625,0.10322765531600453,0.6606569940182008,3.440921931527555,76.5
114,0.193359375,0.1259093350981857,0.6511674704034108,4.196977931074798,112.5
115,0.1943359375,0.11188852006216621,0.5757479625279831,3.729617405217141,47.5
116,0.2373046875,0.10241929817857454,0.4315940795655077,3.413976686540991,63.75
117,0.19140625,0.09531192747454043,0.4979561925174463,3.177064320538193,67.5
118,0.1943359375,0.11001006675360259,0.566081951533213,3.6670023100450635,61.5
119,0.181640625,0.10623977192699385,0.5848899271647461,3.541325816884637,144.0
120,0.197265625,0.09846325987200544,0.49914048568525965,3.2821087269112468,48.75
121,0.18359375,0.10035362518192414,0.546606979711333,3.345120893791318,87.5
122,0.2080078125,0.10917119504665607,0.5248418015363304,3.639039909467101,83.5
123,0.1416015625,0.08382731304118352,0.5919942658866602,2.7942438311874866,41.25
124,0.2333984375,0.09050845633646531,0.3877851853060393,3.016948629170656,41.25
125,0.1396484375,0.0964541004336752,0.6906922996040289,3.2151367589831352,111.5
126,0.177734375,0.09850771085439192,0.5542411863424713,3.2835904583334923,51.0
127,0.1962890625,0.08299629910743533,0.4228269168436856,2.7665433711372316,49.25
128,0.234375,0.10302985912858276,0.4395940656134108,3.4343287348747253,47.5
129,0.2021484375,0.0869300395315804,0.4300307269560289,2.8976680408231914,70.0
130,0.25390625,0.10040138318072422,0.39542698606406423,3.3467128318734467,50.75
131,0.1787109375,0.08610727368159132,0.48182430737407717,2.870242507196963,86.5
132,0.208984375,0.10118177792890037,0.4841595355079355,3.3727259850129485,110.5
133,0.1884765625,0.09314079346768267,0.49417705963938346,3.104693207424134,49.0
134,0.1923828125,0.12534320866325288,0.6515301810685471,4.178107067476958,264.0
135,0.1611328125,0.12780058317730436,0.7931381646833181,4.2600195948034525,158.0
136,0.1513671875,0.10744174692354136,0.7098087022514806,3.5813916507177055,150.0
137,0.1708984375,0.10563276557058998,0.6181025825351497,3.5210922490805387,59.75
138,0.2646484375,0.1139119389517873,0.4304274003180423,3.7970647141337395,59.0
139,0.1904296875,0.11084056856452662,0.5820550882537396,3.694685728289187,91.5
140,0.19921875,0.1112807144359067,0.5585855469695905,3.709357224870473,67.0
141,0.1787109375,0.10297630827335524,0.576217156673911,3.432543688919395,144.0
142,0.1923828125,0.15616446436160913,0.8117381294693224,5.205482292920351,772.0
143,0.224609375,0.11402938859464484,0.507678669219115,3.8009796869009733,73.0
144,0.1923828125,0.10598920734446438,0.5509286716759765,3.532973665278405,53.5
145,0.130859375,0.0802347587668919,0.6131372610199213,2.6744920099154115,36.0
146,0.1826171875,0.09832207343242771,0.5384053646751585,3.277402525767684,64.5
147,0.2724609375,0.11137731338203594,0.40878268423937714,3.712577210739255,100.0
148,0.2275390625,0.1199743482015947,0.5272692384458929,3.9991450374946,113.5
149,0.150390625,0.08911416153387108,0.5925513078576442,2.970472146756947,88.0
150,0.216796875,0.11590780515234655,0.5346378039434928,3.863593579735607,336.0
151,0.154296875,0.09899149031207344,0.6415651017652293,3.2997163999825716,46.25
152,0.1884765625,0.13530338984674017,0.7178791254006571,4.5101130665279925,256.0
153,0.21484375,0.13126529124394892,0.6109802646962639,4.375509812030941,560.0
154,0.1875,0.12738345368597948,0.6793784196549338,4.246115257497877,110.5
155,0.216796875,0.10765815824561287,0.49658537857206786,3.5886053601279855,56.5
156,0.189453125,0.09734723378824128,0.5138328216424377,3.2449078848585486,54.25
157,0.1494140625,0.09937696123415662,0.6651111653797079,3.312565442174673,76.0
158,0.1962890625,0.10312202305294704,0.5253579681874617,3.4374008364975452,51.25
159,0.248046875,0.09987716905379784,0.4026544138215617,3.32923906063661,59.75
160,0.1748046875,0.09374778389610583,0.5363001715590122,3.1249261922203004,59.5
161,0.21875,0.12198110327699396,0.5576279006922804,4.066036809235811,60.5
162,0.1474609375,0.10629660567974497,0.7208458557306007,3.543220266699791,78.5
163,0.1728515625,0.09659433428623743,0.5588282390312705,3.2198112159967422,65.0
164,0.2373046875,0.09771040782379714,0.4117508543668586,3.2570136841386557,62.25
165,0.169921875,0.09950596397175104,0.5855983167038702,3.3168656057678163,106.0
166,0.1953125,0.10406303599438615,0.5328027442885291,3.4687679265625775,133.0
167,0.1572265625,0.08130596535829682,0.5171261399153193,2.710198917426169,39.25
168,0.2255859375,0.11619351238914533,0.5150742713677808,3.8731171400286257,93.5
169,0.21875,0.09740895197137434,0.4452980661528185,3.2469651089049876,45.5
170,0.18359375,0.10621946650098835,0.5785570941298916,3.540648973546922,69.5
171,0.162109375,0.08807365505117559,0.5432977275412498,2.9357885741628706,77.5
172,0.2509765625,0.10163268582846285,0.40494891162619184,3.3877562289126217,68.5
173,0.2080078125,0.09136030940317141,0.439215759757736,3.0453437152318656,67.5
174,0.1611328125,0.11062493659119355,0.686545061022298,3.687497959472239,61.5
175,0.0966796875,0.09408170549886563,0.9731279437357769,3.1360569214448333,118.0
176,0.193359375,0.09583064301477862,0.49560898205366566,3.1943548489362,156.0
177,0.173828125,0.09274658844151418,0.5335534076604728,3.091553005389869,48.5
178,0.19140625,0.12026114456421055,0.6283031226178991,4.00870493799448,205.0
179,0.2265625,0.1344812875804564,0.5935725796628428,4.482709628995508,217.0
180,0.166015625,0.1435446982650319,0.8646457118971016,4.7848233645781875,336.0
181,0.220703125,0.09783224645070732,0.4432753113498689,3.2610749402083457,48.0
182,0.1455078125,0.10769015675987248,0.7400987954453124,3.5896720024757087,68.0
183,0.14453125,0.09114075030811364,0.6305954615869097,3.038025083951652,64.0
184,0.2216796875,0.11078922343585873,0.4997716510916633,3.6929742069914937,76.5
185,0.134765625,0.09834766405401751,0.7297681738446858,3.2782555292360485,62.75
186,0.1572265625,0.0891891394949198,0.567265085976503,2.9729713844135404,49.0
187,0.2060546875,0.0903138587018475,0.4383004327499669,3.01046204008162,45.0
188,0.1923828125,0.09790813029150058,0.5089234792790632,3.263604406733066,79.5
189,0.189453125,0.09438913036274243,0.49821891490174264,3.1463044127449393,61.75
190,0.169921875,0.11659324258880588,0.6861579333921528,3.88644155068323,137.0
191,0.1962890625,0.0801121496806445,0.4081335386694629,2.6704050600528717,38.5
192,0.154296875,0.10803751332878164,0.7001924914427557,3.601250572130084,348.0
193,0.130859375,0.07985560349334264,0.6102398356459551,2.6618535234592855,49.0
194,0.140625,0.08229374519123667,0.5851999658001882,2.7431249036453664,48.75
195,0.2080078125,0.09558831446429394,0.4595419437134574,3.1862772260792553,46.0
196,0.171875,0.09804763339343481,0.5704589579221199,3.2682545105926692,60.5
197,0.205078125,0.12442830721192877,0.6067361265923512,4.147610294166952,146.0
198,0.158203125,0.10501673613975981,0.6638094926323105,3.5005578994750977,171.0
199,0.142578125,0.08237856002415356,0.5777783935900109,2.745952056720853,46.25
200,0.1748046875,0.08446819648088422,0.4832147105917912,2.8156066010706127,38.0
